food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,image
tales kukus,120.0,0.3,0.09230881298875535,0.11030978628774116,0.08238140072350342,28.2,4.285560606060606,1.5,3.8595537190082645,6.409603305785124,0.2739132231404959,68.5,0.20235674931129477,0.13946969696969697,0.09804545454545455,0.025486225895316805,0.09234022038567494,1.22633608815427,0.6255247933884297,0.19758264462809916,7.119194214876033,3.0874325068870525,0.38710881542699727,0.15657438016528927,43.26930991735537,18.461132231404957,1.4783898071625343,39.25864876033058,8.883371900826445,96.60910606060605,269.5653581267218,74.38185950413222,0.801435261707989,0.476,https://img-global.cpcdn.com/recipes/4d7f0cb55d14e0f7/1200x630cq70/photo.jpg
tales mentah,98.0,0.2,0.061539208659170244,0.07353985752516079,0.05492093381566896,23.7,4.285560606060606,1.9,3.8595537190082645,6.409603305785124,0.2739132231404959,72.7,0.20235674931129477,0.13946969696969697,0.09804545454545455,0.025486225895316805,0.09234022038567494,1.22633608815427,0.6255247933884297,0.19758264462809916,7.119194214876033,3.0874325068870525,0.38710881542699727,0.15657438016528927,43.26930991735537,18.461132231404957,1.4783898071625343,39.25864876033058,8.883371900826445,96.60910606060605,269.5653581267218,74.38185950413222,0.801435261707989,0.599,https://asset.kompas.com/crops/vYFaxgHARhcHnYdEFwCFjqrKG-I=/0x7:640x434/780x390/data/photo/2020/12/21/5fe0650372553.jpeg
taoco,166.0,4.9,1.0649815498154984,1.4085239852398526,2.1814944649446497,24.1,0.5,10.4,3.5,0.0,0.2195,59.099999999999994,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,0.781,https://asset-a.grid.id/crop/0x0:0x0/780x800/photo/bobofoto/original/4090_bumbu-taoco-hasil-fermentasi-kedelai-foto-resepkokiid.jpg
taoge goreng,88.0,2.1,0.5668671875,0.8313671875,0.5272890625,14.0,3.5049765625,3.2,2.44809375,0.0,0.260140625,79.2,0.0097109375,0.0605,0.0621640625,0.0,0.0738515625,0.833796875,0.540875,0.233203125,8.6269375,8.1359140625,0.40707031250000003,0.2821640625,32.8043125,9.793171875,1.0157265625,22.8261796875,7.3714296875,52.0615546875,269.453125,109.34288281250001,0.4319765625,0.593,https://img.kurio.network/bmizo0RfhrurmaxfSXqouGMMD2s=/1200x900/filters:quality(80)/https://kurio-img.kurioapps.com/21/03/26/55ee220c-cf46-492e-8d45-58bc5fd972b2.jpe
taoge kacang kedelai segar,76.0,2.6,0.5668671875,0.8313671875,0.5272890625,6.4,3.5049765625,9.0,2.44809375,0.0,0.260140625,80.5,0.0097109375,0.0605,0.0621640625,0.0,0.0738515625,0.833796875,0.540875,0.233203125,8.6269375,8.1359140625,0.40707031250000003,0.2821640625,32.8043125,9.793171875,1.0157265625,22.8261796875,7.3714296875,52.0615546875,269.453125,109.34288281250001,0.4319765625,0.991,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/10/9/b10822c1-c409-49e0-af47-21f97ea066ce.jpg
taoge seduh,28.0,0.8,0.22374127165097152,0.3281388583461478,0.2081198700028807,4.0,2.23731792811745,3.0,1.56268207188255,0.0,0.260140625,90.7,0.0097109375,0.0605,0.0621640625,0.0,0.0738515625,0.833796875,0.540875,0.233203125,8.6269375,8.1359140625,0.40707031250000003,0.2821640625,32.8043125,9.793171875,1.0157265625,22.8261796875,7.3714296875,52.0615546875,269.453125,109.34288281250001,0.4319765625,1.739,https://cdn0-production-images-kly.akamaized.net/-77hgKOWZanv0lvl_cqqeAG1VZo=/303x0:1636x1333/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3330261/original/062050000_1608607406-tumisan.jpg
taoge segar,34.0,1.2,0.257125,0.15310416666666668,0.12495833333333334,4.3,0.8,3.7,2.8,0.0,0.185875,89.3,2.8,0.0489375,0.06658333333333334,0.0,0.07535416666666667,0.460375,0.24762499999999998,0.17227083333333335,35.0,6.303395833333333,0.568375,0.28,190.0,21.43495833333333,2.8,26.818749999999998,8.540729166666667,33.55116666666667,390.0,75.76641666666667,0.2656041666666667,2.923,https://res.cloudinary.com/dk0z4ums3/image/upload/v1630045137/attached_image/di-balik-manfaat-toge-kenali-bahaya-dan-cara-mengonsumsinya.jpg
taokoa,104.0,6.8,1.1101976768444128,3.15643689652865,2.193365426626937,1.2,0.3799999999999999,12.9,0.7599999999999998,0.0,0.16716666666666666,77.6,0.006566666666666667,0.21953333333333333,0.0685,0.0,0.10415,1.30025,0.3854166666666667,0.15589999999999998,0.0,0.058333333333333334,1.1145500000000002,0.03468333333333333,220.0,2.0746166666666666,3.2,61.24166666666667,1.8947666666666667,142.96101666666667,160.0,9.220966666666667,1.3679166666666667,1.118,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/IDITE2021111912351603278/detail/menueditor_item_e1237876ae9e45b29d3acb67ec0e20c1_1637325144124368426.webp
tapai beras,99.0,0.3,0.07455889576132435,0.11188452792432234,0.09855657631435327,22.4,7.938305785123967,1.7,2.8423250688705233,0.0,0.18053168044077136,74.1,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.437,https://assets-a1.kompasiana.com/items/album/2018/12/14/gambut-2-5c13825843322f55871e7493.jpg?t=o&v=780
tapai ketan hitam,166.0,1.0,0.2485296525377478,0.3729484264144078,0.3285219210478442,34.4,7.938305785123967,3.8,2.8423250688705233,0.0,0.18053168044077136,59.300000000000004,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.311,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/14105431/Adakah-Manfaat-Tape-Ketan-Hitam-bagi-Kesehatan-Ini-Faktanya.jpg
tapai ketan putih,172.0,0.5,0.1242648262688739,0.1864742132072039,0.1642609605239221,37.5,7.938305785123967,3.0,2.8423250688705233,0.0,0.18053168044077136,57.5,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.282,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/05/16/275251457.jpg
tapai singkong,169.0,0.3,0.08250644518661744,0.08398568875607898,0.11850786605730357,40.2,2.0,1.4,2.5,0.0,0.24789795918367347,56.599999999999994,0.00789795918367347,0.14224489795918366,0.07512244897959183,0.0,0.11010204081632655,1.6503469387755103,0.7218775510204082,0.3643673469387755,15.0,2.6671632653061224,0.9356938775510205,0.1816734693877551,28.0,7.277000000000001,0.8,31.310204081632655,7.8336938775510205,78.3565918367347,360.0,146.54779591836734,0.40220408163265303,0.313,https://res.cloudinary.com/dk0z4ums3/image/upload/v1674095060/attached_image/7-manfaat-tape-singkong-untuk-kesehatan-yang-perlu-diketahui.jpg
tauco cap das cake,358.0,4.3,1.0686775059123157,1.6036782335819535,1.4126442605057303,70.4,7.938305785123967,7.5,2.8423250688705233,0.0,0.18053168044077136,16.299999999999997,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.186,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/9/d62d5182-bae6-4679-a274-61c273ed1d2e.jpg
tauji cap singa,277.0,4.7,1.0215129151291513,1.3510332103321034,2.0924538745387453,49.6,0.5,9.1,3.5,0.0,0.2195,35.099999999999994,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,0.449,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTz6GB9p8gcMwSb6D2DeobvcftuMyU0dTpJvSF_3e-Cem05oOv-h9InQB9WZUHEz50fWSo&usqp=CAU
tebu terubuk,25.0,0.4,0.0954007247213054,0.16784796547187666,0.11675130980681792,3.0,0.35733333333333334,4.6,0.072,111.50533333333333,0.40544,90.5,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,3.117,https://www.mongabay.co.id/wp-content/uploads/2022/03/Sayur-lilin1-768x512.jpg
tedong pallu basa masakan,83.0,3.4,1.046166547205894,1.2501775779277333,0.9336558748663724,2.8,1.3995618424944358,10.4,1.260438157505564,6.409603305785124,0.2739132231404959,81.9,0.20235674931129477,0.13946969696969697,0.09804545454545455,0.025486225895316805,0.09234022038567494,1.22633608815427,0.6255247933884297,0.19758264462809916,7.119194214876033,3.0874325068870525,0.38710881542699727,0.15657438016528927,43.26930991735537,18.461132231404957,1.4783898071625343,39.25864876033058,8.883371900826445,96.60910606060605,269.5653581267218,74.38185950413222,0.801435261707989,1.023,https://asset.kompas.com/crops/umv3qaizqafuWSMx2OBnveCqTE4=/0x0:1000x667/750x500/data/photo/2021/03/06/6043b395197ed.jpg
teh,132.0,0.7,0.17397075677642349,0.26106389849008543,0.22996534473349098,67.8,7.938305785123967,19.5,2.8423250688705233,0.0,0.18053168044077136,10.5,4.286071625344353,0.2373388429752066,0.3335482093663912,0.0,0.22312947658402202,1.820482093663912,0.4080661157024793,0.177099173553719,3.374085399449036,0.29568044077134986,0.4018402203856749,0.5300082644628099,28.772181818181817,4.790245179063361,1.584724517906336,32.482721763085394,2.9527548209366388,95.1357741046832,137.1962341597796,14.735319559228651,0.6878402203856749,0.867,https://cdn1-production-images-kly.akamaized.net/0mr7Bl0tJoy6whDPHW46kSVfb_k=/973x0:4142x3169/1200x1200/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2981642/original/004479000_1575020680-peppermint-tea-on-teacup-1417945.jpg
teh hijau daun kering,300.0,4.8,1.0234830533645753,1.6403419029074946,1.8961750437279299,53.6,0.0,28.3,0.0,85.0,1.5,11.799999999999997,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,0.996,https://nilaigizi.com/assets/images/produk/produk_1535874581.jpg
teh melati daun kering,299.0,3.5,0.7462897264116696,1.1960826375367148,1.3826276360516154,59.0,0.0,24.1,0.0,85.0,1.5,11.900000000000006,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,0.943,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/grid/original/63018_teh-melati.jpg
tekokak,34.0,0.1,0.02796765895637144,0.041017357293268476,0.02601498375036009,7.9,3.5049765625,2.0,2.44809375,0.0,0.260140625,88.5,0.0097109375,0.0605,0.0621640625,0.0,0.0738515625,0.833796875,0.540875,0.233203125,8.6269375,8.1359140625,0.40707031250000003,0.2821640625,32.8043125,9.793171875,1.0157265625,22.8261796875,7.3714296875,52.0615546875,269.453125,109.34288281250001,0.4319765625,1.393,https://redaksi.inibaru.id/nuploads/4/takokak2.jpg
tekokak kering,294.0,1.7,0.3624835813999538,0.5809544239464044,0.6715619946536419,72.6,0.0,8.3,0.0,85.0,1.5,15.900000000000006,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,0.744,https://m.andrafarm.com/_andra_farm/gambar_kelompok/a158.jpg
tekwan,53.0,0.9,0.21465163062293716,0.37765792231172246,0.26269044706534034,9.4,0.35733333333333334,1.9,0.072,111.50533333333333,0.40544,86.3,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,1.266,https://cdn0-production-images-kly.akamaized.net/j6uieBQwJPfQO1YqUyADA34MfBA=/0x355:667x731/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3402174/original/073058800_1615863502-shutterstock_1597851637.jpg
telur ayam,162.0,11.5,3.454292670582615,4.978927132026389,2.4917801973909954,0.7,0.47644756922770193,12.8,0.18855243077229797,118.51826086956522,0.619591304347826,73.5,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,0.669,https://asset.kompas.com/crops/WYVtX9H9wYlXZDwLmMqHiw2ZJc4=/0x7:740x500/750x500/data/photo/2020/11/13/5fae4aae98da3.jpg
telur ayam bagian kuning,361.0,31.9,7.8444,11.30671304347826,5.658617391304348,0.7,0.47644756922770193,19.3,0.18855243077229797,118.51826086956522,0.619591304347826,46.599999999999994,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,0.372,https://assets.hops.id/crop/0x0:0x0/750x500/webp/photo/hops/2020/08/different-egg-yolk-colors.jpg
telur ayam bagian putih,50.0,0.0,0.0,0.0,0.0,0.8,0.5445115076888023,10.8,0.21548849231119774,118.51826086956522,0.619591304347826,86.9,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,2.008,https://res.cloudinary.com/dk0z4ums3/image/upload/v1539314113/attached_image/beragam-khasiat-putih-telur-yang-bisa-didapatkan-tubuh.jpg
telur ayam ceplok,383.0,32.9,7.8444,11.30671304347826,5.658617391304348,8.3,2.624913043478261,15.1,1.0388,118.51826086956522,0.619591304347826,42.2,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,0.314,https://asset.kompas.com/crops/iCoT-Kr0xhu1V1MGOEhihIfgbYk=/0x0:498x332/750x500/data/photo/2020/02/07/5e3d3ae57251e.jpg
telur ayam dadar,251.0,19.4,5.827241548635019,8.399233596635819,4.203524854729157,1.4,0.9528951384554039,16.3,0.37710486154459594,118.51826086956522,0.619591304347826,61.4,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,0.49,https://awsimages.detik.net.id/community/media/visual/2022/05/07/resep-telur-dadar-ayam_43.jpeg?w=700&q=90
telur ayam kampung,179.0,13.3,3.9949645668477203,5.758237465734867,2.881797967417412,4.4,2.624913043478261,13.6,1.0388,118.51826086956522,0.619591304347826,67.2,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,0.637,https://asset.kompas.com/crops/2pq3Gh9tB33koJG0i3C9Bd65utQ=/0x0:1000x667/750x500/data/photo/2020/07/11/5f0970bc01fd5.jpg
telur bebek bagian kuning segar,386.0,35.0,7.8444,11.30671304347826,5.658617391304348,0.8,0.5445115076888023,17.0,0.21548849231119774,118.51826086956522,0.619591304347826,45.7,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,0.324,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/09/24/2217151674.jpg
telur bebek bagian putih,54.0,0.0,0.0,0.0,0.0,0.8,0.5445115076888023,11.0,0.21548849231119774,118.51826086956522,0.619591304347826,86.7,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,1.874,https://m.ftscrt.com/food/d6ddfb94-7dad-4739-a886-7aa119947f16_lg_sq.jpg
telur bebek bagian putih segar,54.0,0.0,0.0,0.0,0.0,0.8,0.5445115076888023,11.0,0.21548849231119774,118.51826086956522,0.619591304347826,86.7,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,1.874,https://images.genpi.co/uploads/data/images/2021/landy%20cantik/telur%20bebek%20freepik.jpg
telur bebek ceplok,320.0,30.5,7.8444,11.30671304347826,5.658617391304348,0.9,0.6125754461499026,15.1,0.24242455385009742,118.51826086956522,0.619591304347826,52.0,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,0.368,https://statik.tempo.co/data/2020/06/02/id_942491/942491_720.jpg
telur bebek dadar,301.0,23.7,7.118846634157215,10.260919393828296,5.135233972014486,0.0,0.0,20.0,0.0,118.51826086956522,0.619591304347826,54.8,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,0.454,https://cdn0-production-images-kly.akamaized.net/1WivGEoDIspEllYaxZHrpqkjEYQ=/1200x675/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2468104/original/014966900_1543254943-resep-dadar-telur-bebek-sayur-enak-dan-tidak-amis.jpg
telur bebek tambak segar,187.0,12.4,3.724628618715167,5.368582298880628,2.6867890824042036,7.9,2.624913043478261,10.9,1.0388,118.51826086956522,0.619591304347826,67.3,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,0.552,https://www.jagel.id/api/listimage/v/Telur-Bebek-Tambak-0-9195c7316763f2dc.jpg
telur bebek telur asin,195.0,13.6,1.7002499999999998,2.7249999999999996,3.15,1.4,0.0,13.6,0.0,85.0,1.5,69.9,0.05,0.03875,0.025750000000000002,2.5,0.095,3.15,0.302,0.08725000000000001,0.0,0.0325,0.8250000000000001,0.02275,850.0,0.11699999999999999,4.5,18.125,0.0575,600.0,450.0,0.03625,0.63275,1.23,https://asset.kompas.com/crops/2pq3Gh9tB33koJG0i3C9Bd65utQ=/0x0:1000x667/750x500/data/photo/2020/07/11/5f0970bc01fd5.jpg
telur burung puyuh segar,116.0,7.0,2.1026129299198524,3.0306512977551927,1.5167357723249535,1.6,1.0890230153776046,10.7,0.4309769846223955,118.51826086956522,0.619591304347826,79.2,0.053791304347826085,0.2303913043478261,0.05747826086956522,0.04063478260869565,0.2792608695652174,8.590913043478261,1.7604,0.6243652173913045,4.2165043478260875,0.029608695652173913,0.6315391304347826,0.08338260869565217,51.12740869565217,1.8351826086956522,2.8377826086956524,33.35261739130435,1.8598608695652175,287.9796,415.3391304347826,24.408391304347827,2.298930434782609,0.868,https://img.celebrities.id/okz/700/5Mzp26/master_j6A38lc90K_1541_telur_burung_puyuh.jpg
telur penyu,144.0,10.2,2.0914285714285716,2.9457142857142857,1.3885714285714286,0.0,0.0,12.0,0.0,88.12285714285714,0.24980000000000002,76.3,0.04534285714285714,0.11697142857142857,0.05814285714285715,0.04314285714285714,0.19814285714285715,0.9025142857142857,0.6936571428571429,0.12637142857142858,1.2216857142857143,0.06605714285714286,0.3728285714285714,0.0658,50.073657142857144,7.587285714285715,1.0308285714285714,12.331428571428573,1.3859142857142857,93.77185714285714,124.11714285714287,7.901885714285715,0.5717142857142857,0.486,https://awsimages.detik.net.id/community/media/visual/2020/07/02/telur-penyu-4.jpeg?w=700&q=90
telur terubuk,425.0,28.0,3.625813333333333,6.379253333333334,4.437266666666667,10.0,0.35733333333333334,31.0,0.072,111.50533333333333,0.40544,29.5,0.10794666666666666,0.15408000000000002,0.06952000000000001,0.043346666666666665,0.21337333333333333,9.05012,2.2839199999999997,0.7384,1.502,0.10170666666666667,1.2596133333333335,0.18254666666666666,79.08609333333334,2.78404,1.1405733333333334,56.397333333333336,5.284706666666666,395.9189866666666,596.3266666666667,71.78044,0.9902533333333334,0.432,https://lovepeaceveggiefood.files.wordpress.com/2020/09/screenshot_2020-09-18-19-57-07-39.jpg
tempe bongkrek,119.0,3.5,0.7607011070110702,1.0060885608856087,1.558210332103321,18.3,0.5,4.4,3.5,0.0,0.2195,72.3,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,0.887,https://cdns.klimg.com/merdeka.com/i/w/news/2021/07/17/1330783/540x270/mengenal-bongkrek-tempe-khas-banyumas-yang-picu-keracunan-massal-di-zaman-belanda.jpg
tempe gembus,73.0,1.3,0.2825461254612546,0.37369003690036895,0.5787638376383764,4.2,0.49874999999999997,5.7,3.49125,0.0,0.2195,87.3,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,1.518,https://upload.wikimedia.org/wikipedia/commons/1/1e/Tempe_gembus_160130-0345B_rwk.JPG
tempe gembus yogya,76.0,0.7,0.15214022140221403,0.20121771217712175,0.3116420664206642,10.6,0.5,6.8,3.5,0.0,0.2195,80.4,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,1.516,https://4.bp.blogspot.com/-tqStQqYUK1Q/Vh9Foo8mRLI/AAAAAAAABx8/FUfvHGudfcM/s1600/Resep%2BTempe%2BGembus%2BBacem%2BKhas%2BJogja.JPG
tempe goreng,328.0,23.2,1.55,2.05,3.175,12.8,0.5,18.4,3.5,0.0,0.2195,44.10000000000001,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,0.493,https://asset.kompas.com/crops/tnGS6LHPv4vxzDYTS-JJdLXBrjo=/0x41:1000x708/1200x800/data/photo/2020/04/01/5e841eccea33c.jpg
tempe kacang babi,139.0,0.8,0.3064921815334158,0.35045113918750753,0.1030566792790767,21.9,0.826625344352617,12.5,0.4649972451790634,178.88484848484848,0.4293168044077135,63.3,0.09314876033057852,0.45900550964187325,0.09772451790633607,0.043595041322314045,0.44092011019283744,8.405173553719008,2.4919173553719007,0.7477548209366391,4.203862258953168,0.06676584022038566,0.3992534435261708,0.07881818181818182,49.321349862258955,5.145644628099174,3.831512396694215,43.703305785123966,4.2536391184573,368.38300275482095,600.8374655647383,56.006231404958676,4.844550964187327,0.948,https://img-global.cpcdn.com/recipes/62342621c06b498b/680x482cq70/kering-tempe-kacang-foto-resep-utama.jpg
tempe kacang belimbing,212.0,10.0,1.55,2.05,3.175,12.9,0.5,17.5,3.5,0.0,0.2195,58.1,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,0.745,https://img.mbizmarket.co.id/products/thumbs/800x800/2020/12/03/c8d8e10380091aadfd2bbb85c05ad2a3.jpg
tempe kedelai + jagung,143.0,5.5,1.1953874538745388,1.5809963099630995,2.4486162361623616,11.4,0.5,12.0,3.5,0.0,0.2195,69.6,0.0,0.030250000000000003,0.07250000000000001,1.2,0.18625,1.315,0.2,0.17350000000000002,0.0,2.6,0.0,0.0185,120.0,46.525,2.7,40.925,26.05,128.65,360.0,156.3,0.60625,0.951,https://assets-a1.kompasiana.com/items/album/2020/11/18/u2-jpg-5fb531c43a700371b34a9672.jpg
